text,employment
"AI 인공지능이 이슈가되면서  바이오 업계도 연구직보다는 SW 개발자를 선호하기 시작함. 앞으로 5~10년 후에는 같은 연구에도 실험과 같이 사람에따른 결과 편차를  줄이고자 빅데이터 OR AI를 이용한 데이터 분석이 더 우세할것같음.
30대 초반인데  은퇴까지 고려한다면 미래 흐름에 앞서 준비해야한다고 생각해 지원함",
"아르바이트를 하던 중 이런 생각을 하게 되었습니다
내가 하는 일을 누군가 대신 해준다면 정말 편할텐데..라고 말입니다
그럴때 눈에 띄게 된 것이 프로그래밍이였습니다
프로그래밍으로 내가 하는일을 반복적으로,자동적으로 할 수 있기 때문입니다
그런데 문제가 하나 더 있었습니다
반복적,자동적인 문제는 해결됐지만 스스로 판단할 수 있는 능력은 가지지 못했다는 점입니다
이러한 문제의식을 가지고 있던 차에 AI에 관한 영상을 보았습니다
AI는 스스로 판단하여 문제를 해결할 수 있다는 영상이였습니다
나도 저 기술을 익히면 내 일을 더쉽게 해결할 수 있겠다하여 AI에 관심을 갖게 되었습니다",
항상 AI에 관한 관심과 의문을 가지고 있었습니다. 어떻게 제작하고 데이터를 활용하는지에 대해 궁금증이 있었고 대학교에서 AI 관련 수업을 들으면서 AI/데이터사이언스를 기반으로 다양한 사례들을 보며 더욱더 관심을 두게 되었습니다. 뉴스와 유튜브에 AI/데이터사이언스에 대한 이야기가 나오며 활용 방법과 우리의 삶에 얼마나 영향을 주는지 보며 제가 직접 활용하고 싶어졌습니다. AI를 활용하고 사용해보고 싶어져 알고리즘 수업과 고급데이터 구축과 실습이란 수업을 들으면서 더욱더 깊고 공부하고 싶어졌고 졸업 후 부족함을 배우고자 테킷 AI 스쿨에 지원하게 되었습니다.,
"경영학을 배우고, 석사를 하면서 데이터는 정말 많은 곳에 활용된다는 것을 더 경험하게 되었고, 기업의 운용에 있어서 필수라는 것을 더 느끼게 되었습니다. 
석사를 졸업하며, 전략이나 기획쪽으로 커리어를 가는 것이 많지만, 향후 비전을 고려했을때 
그저 경영을 배운 전략기획가보다는, 데이터와 ai를 고려한 전문가가 되는 것이 더 좋은 비전을 제공할 수 있으며 앞으로의 인재는 이러한 형태로 나아갈 것이라는 생각이들었습니다. 

이에, ai분야와 데이터분야의 전문성을 키운 전문가가 되기위하여 지원하였습니다. 
특히 다양한 프로젝트를 함께 수행하며, 실전과 같은 실력을 겸비하고 싶습니다. 

학습은 python의 기본문법 등을 숙지하고 있으며,
sql은 중급 정도의 실력을 갖고 있습니다. 
SQLD, ADsP 자격증을 가지고 있습니다. ",success
"쏟아지는 인재들 사이에서 비장의 무기 하나 없이 사회로 진출해도 될까? 
  전형적인 경영학 전공 취업준비생의 모습을 한 나에게 스스로 질문을 던졌습니다. 특별한 목표의식을 품지 않고 학부의 커리큘럼을 성실히 따라가던 저는 여느 동기들과 다름없이 경영지원, 마케팅, 회계, 재무의 갈림길에 서있었습니다. 전공 공부는 항상 흥미로웠으나 선뜻 한 분야에 마음이 가지 않았습니다. 불안한 마음에 지원했던 학과의 재무 스터디에서도 불투명한 미래에 대한 해답은 찾을 수 없었습니다. 
 3학년이 되어 우연히 수강하게 된 비즈니스데이터분석 수업을 어떤 과목보다 흥미를 갖고 열정적으로 수행했습니다. 공학 분야라고만 생각하던 데이터를 비즈니스적으로 분석하고 활용할 수 있다는 사실을 깨닫게 되면서 흥미는 배가 되었습니다.  데이터 분석을 지금까지 배웠던 전공들에 적용하면 더 효율적인 시스템을 구축하고 효과적인 성과를 낼 수 있겠다는 생각이 들었고, 데이터 분석 분야로 진로의 방향을 정하게 되었습니다. 학기를 마친 후 ADSP 자격증을 취득했으나 자격증을 위한 자격증이라는 느낌을 떨칠 수 없었습니다. 심도 있는 학습이 필요하겠다는 판단 하에 데이터분석 학회 지원해 과제를 수행하며, 파이썬 기반의 데이터 분석을 경험했습니다. 개인적으로는 SQL을 공부하며, 데이터분석가의 꿈을 키우고 있었습니다. 
 데이터를 전처리하는 것에서 나아가 머신러닝 파트를 배우면서 데이터 사이언스 분야에 관심을 갖게 되었습니다. 단순히 주어진 데이터를 분석하는 것을 넘어 목적에 맞게 데이터를 수집-가공-분석하고, 인사이트 도출해 예측 모델을 만드는 것에 매력을 느꼈습니다. 여러자료를 살펴보니 데이터 사이언티스트는 데이터 분석가보다 넓은 업무 바운더리를 갖고 있음을 알게되었습니다. 소속 기업의 도메인에 따라 축적된 데이터와 목적에 따라 수집한 데이터를 가공, 분석하는 것은 물론 인공지능 기술을 적용하여 최적의 비즈니스 인사이트를 도출하는 업무를 수행한다는 사실은 마음을 뛰게 하기에 충분했습니다. 경영학 전공자로서 비즈니스 관련 의사결정과 개인 삶의 질 향상에 기여하는 일을 하고 싶다는 열망을 지니고 있던 저는 데이터사이언스 분야라는 새로운 세계를 발견하면서 데이터 사이언티스트로 사회에 진출하겠다는 목표를 설정하게 되었습니다. 평소 관심이 많고, 다른 분야보다 비교적 트렌드 변화가 빠른 패션이나 코스메틱 업계에서 다음 시즌 트렌드를 정확히 예측해내고, 고객에게 추천하는 알고리즘을 개발하는 등의 업무를 수행하고 싶다는 세부 목표도 갖게 되었습니다. AI스쿨을 통해 이론은 물론 실무와 유사한 프로젝트들을 경험하며 기업에 꼭 필요한 데이터사이언티스트 인재로 성장하고 싶습니다.",
"  딥러닝을 대중 매체에서 처음 접하게 되었고, 사전 지식이 부족하더라도 예측 정확도가 높은 모델을 설계할 수 있다는 이유로 관심을 갖게 되었다. 딥러닝을 활용하여 선한 영향력을 끼칠 수 있는 방향으로 진로를 갖고자 하였고, 자연스레 의료 분야의 AI/데이터사이언스 직무에 관심을 갖게 되었다. 대학 졸업 전에 의료 이미지를 다양한 방법으로 딥러닝하고, 모델들의 성능을 비교할 수 있는 실력을 키우고자 목표하였지만, 실상은 머신러닝 모델의 구현 뿐만 아니라 데이터 분석조차 제대로 할 줄 몰랐다. 졸업 후 현재는 MAP (Maximum A Posterior) 기반으로 머신러닝 모델의 동작 원리를 이해하고 구현하는 기초 과정을 공부하고 있으며, 데이터 사이언티스트가 되기 위한 필수 역량들 (자료구조, EDA, 머신러닝 등)을 키워나가기를 간절히 희망하고 있다.",
" 대학교 3학년 1학기 재학 당시, 한 강의를 통 GPT-3를 이용한 챗봇 제작 팀 프로젝트에 참여하게 되었습니다. AI는 기존에 경험하였던, 개발자의 코드가 중심이 되어 생성되는 웹 또는 애플리케이션들과는 달랐습니다. AI가 스스로 ‘학습’을 통해 새롭고 다양한 출력들을 만들어 냄에 따라, 그 구조와 원리에 대한 궁금증이 생겼고, 흥미를 느끼기 시작하였습니다. 이를 시작으로 머신러닝 강의를 수강하며 인공지능의 기반이 되는 CNN, RNN, 모델 학습과 같은 내용을 배우게 되었습니다. 데이콘에서 진행된 SW중심대학 AI 경진대회 예선 및 본선에 참여하며, 기초 데이터 전처리 경험을 쌓았습니다. 이후 AI/데이터 관련 진로를 희망하게 되었지만, 교내 커리큘럼 상 관련 강의가 다양하게 제공되지 않아 분야와 관심사를 확고히 하는 것에 어려움을 느꼈습니다. 이를 보완하고자 최근 네이버 부스트코스를 통해 자연어 처리에 대해 학습하기 시작하였습니다. 하지만 혼자 학습하는 강의에서 나아가 프로젝트 경험과 진로 준비가 필요한 저의 상황에 해당 프로그램이 적합함을 느껴 신청하게 되었습니다.",
"데이터 사이언스는 데이터를 분석하고 연구하는 분야, 인공 지능은 데이터 과학자에게 하나의 도구로서 작동합니다
이러한 직무는 대부분 AI를 움직이는 제품을 개발하고 다양한 데이터 작업을 수행하기 위해 데이터 사이언스가 필요하기때문애 관심을 갖게 되었습니다.
하지만 집에서 코딩을 독학하면서 어떻게 시작 할 지 어렵고 전반적인 지식을 쌓는것 조차 어려웠습니다.
",
" 단순히 대학교 전공 수업을 들으면서, 사람들에게 도움이 되는 서비스를 개발하고 싶다는 막역한 꿈을 갖고 공부했습니다. 하지만 공부를 하면서 제가 나중에 회사에 들어가 일을 하게 된다면 개발 직무에 적합할지 고민을 하게 되었습니다. 평소에 수학을 좋아하는 저는 데이터 분석을 통해 정확한 수치를 기반으로 인사이트를 도출하고 프로젝트의 방향성을 찾는 것에 흥미를 느끼게 되었습니다. 이후 머신러닝을 활용한 빅데이터분석과정 A를 이수하면서 다양한 빅데이터분석기법과 머신러닝, 딥러닝을 알고리즘을 활용하여 데이터 분석 및 모델링을 학습하였습니다. 더 나아가 팀원들과 함께 경찰서별 치안 안전도 데이터를 분석하여 체감안전도를 예측 및 분석하는 데이터 공모전에도 참여하게 되었습니다. 또한 머신러닝과 딥러닝 알고리즘을 기반으로 보안 앱 서비스를 개발하는 프로젝트를 진행하면서 가치를 창출하고 고객들에게 필요한 서비스를 개발하는 것에 관심을 갖게 되었습니다. 본 연구는 파이썬의 OpenCV 라이브러리를 활용하여 이미지 속 인식된 홍채와 지문 영역에 블러처리를 하여 생체인식 정보를 보호하는 시스템 개발에 관한 것이며, 본 연구를 통해 논문경진대회에서 금상을 수상하였고, 시스템을 구현한 앱은 정식으로 저작권 등록을 하였습니다. 경영it 프로젝트로, 백화점 매출 데이터 분석을 통해 매출 향상을 위한 새로운 마케팅 기법 고안 및 매출 향상을 위한 데이터 분석을 진행하였습니다. 연관분석 및 회귀 분석을 통해 품목별 이벤트 시기와 상품 배치 방식에 대해 다양한 의견을 공유하였으며, 나이, 성별, 결혼 여부 등을 고려하여 그룹 별 마케팅 기법에 대해 가설을 세우고, 예측하는 과정을 진행하였습니다.
 데이터사이언티스트라는 직업에 관심을 갖게 되면서, 데이터사이언스 직무는 기술적인 역량 뿐만 아니라 비즈니스적 해석이 필요한 인문학적 역량과 데이터 분석 작업을 할 때, 분석 결과를 내려고 노력하거나 결과에만 만족하는 경우가 아닌, 수치를 바라보는 통계적 지식과 데이터를 해석하고 데이터를 통해 의사결정을 하려고 노력하는 자세가 필요하다고 생각합니다. 제가 원하는 직무에 적합한 인재가 되기 위해 인간에게 도움이 되는 AI 기술과 데이터 사이언스 분야의 역량을 키우고자 합니다.",success
"현재 대학생들의 가치관 정립을 위한 경험데이터 분석 기반 자전적 에세이 제작 앱이라는 아이템을 바탕으로 소셜벤처 창업을 준비 중입니다. 앱 내에 AI를 기반으로한 맞춤형 분석 체계를 넣어 아이템을 고도화 하고자 하기에, AI분석 및 데이터 분석에 대한 전문성을 심화시키고자 지원하게 되었습니다. 
 자아정체성 교육의 보편적 제공으로 자신의 꿈을 스토리로 꾸는 교육 문화를 선도하는 것이 5년 간의 근본적인 목표입니다. 약 2년 정도 직접 교육 프로그램을 만들고, 교육한 경험을 토대로 정체성 교육의 진정한 가치를 알게됐습니다. 자신의 특수성을 바탕으로 삶의 주체이자 사회적 존재로서 우리를 지향하는 세상을 만들기 위해 ‘통합적 자아성장교육’을 확대 제공할 것입니다. 이제는 단순 교육봉사를 넘어 더 많은 임팩트를 창출하기 위해 교육스타트업을 차리고, 집단 심리치료의 효과를 지니면서도 자아인지와 자기효능감을 기를 수 있는 기회를 더 많은 이들에게 닿게 하고 싶습니다. 이를 위해 창업교육과 비즈니스 모델 연구 등의 노력을 하고 있지만, 큰 한계에 부딪히고 있습니다. ‘어떻게 하면 우리가 만든 교육의 효과성을 증명할 수 있을 것이냐’를 해결하지 못하고 있습니다. 개인의 인지심리적 영역을 단순히 정량 모델화하여 측정하는 주류 심리학 이론이 아닌, 질적 접근으로 개인의 내러티브 정체감을 판단한다는 이론이 기반인 만큼, 성과측정에 있어 어려움을 겪고 있습니다. 문제 해결을 위해 회기별 멘티 참석률 및 소감문 작성율 변화 시각화, 만족도 조사 서술형/리커트형 문항 답변 분석, 멘토 수업 평가서 분석의 작업을 거치기도 했습니다. antonc를 활용하여 교육 이후 만족도 조사 서술형 답변을 분석하고 Python, Excel을 활용하여 만족도 조사 리커트형 답변을 분석한 정량적 결과물을 도출해냈기는 했지만 여전히 어떻게 우리의 비전을 사회가 공감할 수 있는 언어와 제스처로 전달할 것인지는 어려운 실정입니다. 사회적 가치와 경제적 가치, 진심이 닿지 않는 비전. 진심이 닿지 못하는 사라진 사회적 감수성 등 여러 문제가 얽힌 것이 곧 소셜벤처의 생태계이며, 이것을 현명하게 극복해내기 위해서는 더 많은 공부가 필요하다는 생각을 하게 되었습니다. 
현재 CHAT GPT를 버블 툴 안에 넣은 프로토타입까지 나온 상태이지만, 단순 AI 추천 기능을 넘어 머신러닝과 딥러닝을 학습하여 보다 고도화된 서비스를 제공하고자 하는 욕심이 있습니다. 창업에 대한 의지 역시 크기 때문에 현재 정부지원사업을 받으며 해당 아이템을 꾸준히 발전시키고 있고, 대학원에서도 미래인문학소셜앙트레프레너십융합전공을 공부하며 미래 인문학적 관점으로 사회문제를 해결할 수 있는 경영학적 접근법에 대해서도 꾸준히 공부 및 연구 중에 있습니다. 대학원에서의 아이템 효과 검증을 위한 연구, 좋은 경영을 위한 공부 그리고 실제 현장에서의 창업 준비까지 연계적으로 진행하며 해당 아이템을 상용화시키고자 하는 욕구가 매우 큽니다. 이번 과정에 지원한 것 역시 이러한 욕구의 일환으로, 제 삶의 최종적 목표이자 도달점인 모든 청소년과 청년이 자신의 삶의 주체이자, 사회적 존재로서 살아가는 사회를 만들기 위해 더 많은 전문성을 가진 사람이 되고 싶습니다.
데이터 분석에 대한 관심으로 삼육대학교 지역 청년 파이썬 활용능력 자격 과정을 수료하며, 파이썬에 대한 흥미를 느끼게 된 경험이 있습니다. 비록 비전공자이기에 방법론을 익히고 코드를 숙지하기까지 오랜 시간이 걸렸지만, 평소 꼼꼼하고 체계적인 것을 좋아하는 성향 덕분에 큰 문제없이 파이썬과 가까워질 수 있었습니다. 뿐만 아니라, 전문 과정은 아니지만 지금도 지속적으로 앱 내 사용자 데이터를 바탕으로 알고리즘을 짜기 위해 스스로 독학을 하는 중이기에 AI/데이터사이언스 관련 학습 의지가 매우 큰 상태입니다.",
저는 학교에서 무역데이터분석이라는 강의를 수강하며 데이터 사이언스 분야를 접하게 되었습니다. 그 강의에서 기말고사 대신 미니 프로젝트를 진행했었는데 데이터를 넣었을 때 눈으로 뚜렷한 결과를 볼 수 있다는게 흥미로웠고 경상계열에서도 데이터분석을 기반한 의사결정이 중요한 쟁점으로 언급되고 있어 더 깊게 공부해봐야겠다고 마음먹었습니다. 그 이후 혼자 유튜브를 보며 공부를 했지만 혼자 하는 것에 한계를 느껴 학교에서 최초로 데이터분석 동아리를 만들게 되었고 한학기 동안 동아리 인원 모두가 Adsp를 취득하는 결과를 얻을 수 있었습니다. 또 데이터 분석가가 되려면 어떤 조건을 갖추어야 하는지 찾아보는 와중 관련 학과를 우대하는 채용 공고가 많아서 통계학과로 전과하게 되었고 전과 후 팀을 꾸려 학교 내 데이터분석 경진대회에서 은상을 수상하였습니다. 하지만 위에서도 언급했듯 혼자 공부 하는 것에 매번 한계를 느껴 이번에는 체계적으로 꼼꼼히 공부해보고 싶어서 테킷 AI 스쿨에 지원하게 되었습니다. ,
"[새로운 길, 시대를 읽는 데이터 분석가]
 지금 이 순간에도 일어나고 있는 사회의 움직임이 모여 시장의 거대한 동향을 형성한다는 사실을 깨닫고, 빅데이터 기반 프로젝트를 진행하는 데이터 분석가를 꿈꾸기 시작했습니다. 다양한 데이터의 가공 후, 유의미한 통찰을 얻기 위해서는 빅데이터 분석 역량이 필수적임을 인식하고, 포스코 AI 아카데미에서 제공하는 강의를 수강하며 툴(Python)을 활용한 머신러닝, 딥러닝 지식을 습득하고 있었습니다. 지금껏 스스로 익혀온 내용으로 실제 업무에서 기업 분석을 통해 미래 계획을 추진하고 싶다는 열망이 생겼습니다. 
 최근 몇 년간 AI와 빅데이터 활용에 대한 수요가 증가하는 현상을 지켜보며 데이터 분석 전문가로 발돋움하고자 하는 의지를 키웠습니다. 현재는 데이터 분석가가 되기 위한 역량을 키우는 데 집중하고 있으며, ADsP 자격증 취득 후 SQLD, 정보처리기사 등 유관 자격증 지식을 학습하고 있습니다. 업무를 통해 현장에서 배운 역량을 바탕으로, 최종적으로는 AI, 빅데이터 연구원으로 거듭나는 것이 목표입니다. 

[AI 분야의 전문가로 도약할 준비]
 학기마다 주전공의 세부 범위를 설정하여 소논문을 작성했습니다. 예시로, AI로 창작한 민요 선율의 패턴 분석, 음악과 기술의 융합 및 효용 등 주제를 심도 있게 연구하고, 분석 결과를 글로 풀어냈습니다. 학기마다 작성하는 소논문의 주제로 음악과 기술의 융합 사례를 주시하며 이를 연구하기로 마음 먹었고 통계, 분석 툴을 이용하고자 포스코 온라인 아카데미와 학점은행제 강의를 이수하며 배움을 보충했습니다. ‘AI 생성 선율 분석’, ‘음계 구성음 출현 빈도 통계’ 등을 연구하고 초학제연구단에서 AI 로봇 연주회와 세미나를 개최했을 때, 진행요원으로 참석했습니다. 이렇게 직접 논문을 작성해보고 발제하면서 AI 분야에 대한 견문을 넓혔습니다. 
 데이터 분석 또한, 산재된 자료를 수집, 분석하여 전망을 예측하는 일련의 과정이 제가 수행했던 연구 방식과 유사했고, 이 분야가 적성에 맞음을 다시 한 번 확신했습니다. 

이렇게 툴 활용 능력과 관련 역량을 기르면서 현재 각광받고 있는 AI, 데이터 사이언스 산업에서 전문성을 키우고자 합니다. 끊임없이 발전하는 디지털 시대에 맞는 인재가 되기 위해 배움을 멈추지 않을 것입니다. ",
"데이터를 수집하고 정제해서 품질을 향상시킨 다음 분석을 통해 새로운 인사이트를 발견하고 이를 기반으로 의사결정 과정을 돕는다는 점이 흥미로워서 데이터 분석가라는 직업에 관심을 가지게 되었습니다.

그 분야와 관련된 다양하고 정확한 정보와 관심 분야가 비슷한 사람들이 많은 환경이 도움이 될 거 같아 컴퓨터공학과로 편입하게 되었습니다.

데이터 분석이라는 수업이 따로 없었기 때문에 컴퓨터공학과 학술 동아리에 들어가 공부를 했었습니다.
교내 스터디를 지원해주는 프로그램에 합격해서 데이터 분석 스터디를 진행했습니다. 
데이터 분석 스터디에서는 판다스와 넘파이를 공부했었습니다.
방학중에는 부산정보산업진흥원에서 주관한 (AI복합교육)파이썬 활용 인공지능 이론과 실습(4차)교육을 수료하였습니다.
데이터분석 스터디를 같이 했던 팀원들과 추가로 팀원을 선발해 교내 빅데이터 동아리를 개설했습니다.
넘파이와 판다스를 복습하고 머신러닝을 공부했었습니다.
Kaggle에서 데이터 과학, 머신러닝 및 딥러닝 등과 관련된 기술과 개념을 학습시켜주는 섹션에서 
주제 1개를 수료하면 수료증과 내용을 정리해서 포스트를 올렸었습니다.
더 많은 커뮤니케이션을 하고자 GDSC(Google Developer Student Clubs) DAU에 들어갔습니다.
GDSC_DAU 빅데이터 스터디에 참여해 kaggle 수료증 10개를
(intro to Programming, python, intro to Machine learning, panas, intermediate Machine learning, 
data visualization, feature engineering, intro to sql, advanced sql, intro to deep learning, 
computer vision, data cleaning, geospatial analysis, intro to game ai and reinforcement learning) 
채워 스터디를 마무리 했습니다.

학교특강을 듣다 데이터 사이언티스트라는 직업에 대해서 알게되었습니다. 보다 복잡하고 혁신적인 분석과 모델링 작업을 통해 데이터로부터 심도있는 인사이트를 도출하고 예측 모델을 구축하는 역할과 기존 문제의 근본적인 해결을 시도하는 것이 매력적으로 다가왔습니다. 
그때부터 데이터 사이언티스트가 되고싶었습니다. 
데이터 사이언티스트가 되려면 무엇을 준비하면 될지 찾아보다 멋쟁이 사자처럼 AI스쿨이 열린다는 것을 알게 되어 지원하게 되었습니다.
강사님, 멘토님, 동료분들의 도움과 자극을 받아 함께 발전하고 싶습니다.
",
